"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1102,18 May 2024 13:13:02.834,18 May 2024 13:31:05.253,1082.419
1103,18 May 2024 15:14:53.734,18 May 2024 15:29:06.632,852.898
1104,18 May 2024 17:17:22.844,18 May 2024 17:25:38.902,496.058
1105,19 May 2024 07:46:21.343,19 May 2024 07:58:13.285,711.942
1106,19 May 2024 09:41:33.541,19 May 2024 10:02:32.630,1259.090
1107,19 May 2024 11:41:30.556,19 May 2024 12:02:26.376,1255.821
1108,19 May 2024 13:43:09.397,19 May 2024 14:00:59.504,1070.107
1109,19 May 2024 15:45:21.250,19 May 2024 15:58:33.776,792.526
1110,19 May 2024 17:49:45.600,19 May 2024 17:52:52.830,187.230
1111,20 May 2024 08:12:16.592,20 May 2024 08:31:29.484,1152.892
1112,20 May 2024 10:10:17.020,20 May 2024 10:33:07.947,1370.926
1113,20 May 2024 12:11:11.637,20 May 2024 12:32:23.858,1272.221
1114,20 May 2024 14:13:17.417,20 May 2024 14:30:36.164,1038.747
1115,20 May 2024 16:15:55.899,20 May 2024 16:27:30.620,694.721
1116,21 May 2024 06:46:05.512,21 May 2024 06:56:52.375,646.863
1117,21 May 2024 08:39:52.726,21 May 2024 09:02:48.288,1375.562
1118,21 May 2024 10:39:22.684,21 May 2024 11:03:13.429,1430.745
1119,21 May 2024 12:40:59.082,21 May 2024 13:02:04.162,1265.080
1120,21 May 2024 14:43:25.663,21 May 2024 14:59:53.056,987.392
1121,21 May 2024 16:46:55.110,21 May 2024 16:55:39.451,524.341
1122,22 May 2024 07:11:01.203,22 May 2024 07:30:40.728,1179.525
1123,22 May 2024 09:08:10.260,22 May 2024 09:33:14.731,1504.471
1124,22 May 2024 11:08:41.909,22 May 2024 11:32:57.845,1455.936
1125,22 May 2024 13:10:48.719,22 May 2024 13:31:28.146,1239.428
1126,22 May 2024 15:13:36.467,22 May 2024 15:28:45.442,908.976
1127,23 May 2024 05:47:16.008,23 May 2024 05:52:51.552,335.544
1128,23 May 2024 07:38:04.112,23 May 2024 08:02:02.052,1437.940
1129,23 May 2024 09:36:51.490,23 May 2024 10:03:09.612,1578.122
1130,23 May 2024 11:38:08.845,23 May 2024 12:02:25.446,1456.601
1131,23 May 2024 13:40:38.351,23 May 2024 14:00:34.538,1196.187
1132,23 May 2024 15:43:58.022,23 May 2024 15:57:04.443,786.421
1133,24 May 2024 06:09:56.059,24 May 2024 06:28:33.018,1116.959
1134,24 May 2024 08:05:53.921,24 May 2024 08:32:23.729,1589.808
1135,24 May 2024 10:05:47.652,24 May 2024 10:32:42.750,1615.098
1136,24 May 2024 12:07:39.169,24 May 2024 12:31:37.689,1438.520
1137,24 May 2024 14:10:28.463,24 May 2024 14:29:20.118,1131.655
1138,24 May 2024 16:14:53.521,24 May 2024 16:24:28.153,574.632
1139,25 May 2024 06:36:18.144,25 May 2024 07:00:08.364,1430.220
1140,25 May 2024 08:34:09.856,25 May 2024 09:02:10.761,1680.905
1141,25 May 2024 10:34:52.973,25 May 2024 11:01:59.143,1626.171
1142,25 May 2024 12:37:10.093,25 May 2024 13:00:33.978,1403.885
1143,25 May 2024 14:40:23.368,25 May 2024 14:57:39.335,1035.967
1144,26 May 2024 05:09:19.562,26 May 2024 05:24:50.279,930.718
1145,26 May 2024 07:03:38.035,26 May 2024 07:30:30.731,1612.696
1146,26 May 2024 09:02:42.362,26 May 2024 09:31:34.726,1732.364
1147,26 May 2024 11:04:03.090,26 May 2024 11:31:00.867,1617.777
1148,26 May 2024 13:06:40.860,26 May 2024 13:29:12.031,1351.170
1149,26 May 2024 15:10:34.001,26 May 2024 15:25:21.973,887.973
1150,27 May 2024 05:34:43.928,27 May 2024 05:57:01.227,1337.299
1151,27 May 2024 07:31:28.037,27 May 2024 08:00:13.315,1725.279
1152,27 May 2024 09:31:25.519,27 May 2024 10:00:41.634,1756.115
1153,27 May 2024 11:33:14.859,27 May 2024 11:59:47.914,1593.055
1154,27 May 2024 13:36:13.602,27 May 2024 13:57:27.907,1274.305
1155,27 May 2024 15:41:30.019,27 May 2024 15:52:01.233,631.214
1156,28 May 2024 04:10:09.114,28 May 2024 04:18:37.273,508.159
1157,28 May 2024 06:01:29.902,28 May 2024 06:27:32.143,1562.241
1158,28 May 2024 07:59:36.774,28 May 2024 08:29:30.535,1793.761
1159,28 May 2024 10:00:14.918,28 May 2024 10:29:34.269,1759.351
1160,28 May 2024 12:02:26.708,28 May 2024 12:28:18.629,1551.920
1161,28 May 2024 14:05:54.596,28 May 2024 14:25:15.292,1160.696
1162,29 May 2024 04:33:32.180,29 May 2024 04:52:32.453,1140.274
1163,29 May 2024 06:28:52.940,29 May 2024 06:57:14.591,1701.651
1164,29 May 2024 08:27:57.781,29 May 2024 08:58:29.835,1832.054
1165,29 May 2024 10:29:07.206,29 May 2024 10:58:13.189,1745.983
1166,29 May 2024 12:31:39.305,29 May 2024 12:56:29.983,1490.678
1167,29 May 2024 14:35:57.885,29 May 2024 14:52:22.222,984.336
1168,30 May 2024 04:59:35.099,30 May 2024 05:23:25.145,1430.046
1169,30 May 2024 06:56:37.890,30 May 2024 07:26:27.855,1789.966
1170,30 May 2024 08:56:26.470,30 May 2024 09:27:14.892,1848.421
1171,30 May 2024 10:58:00.268,30 May 2024 11:26:37.251,1716.983
1172,30 May 2024 13:00:56.380,30 May 2024 13:24:17.424,1401.044
1173,30 May 2024 15:07:01.905,30 May 2024 15:18:14.608,672.703
1174,31 May 2024 03:33:07.774,31 May 2024 03:46:21.170,793.396
1175,31 May 2024 05:26:28.632,31 May 2024 05:53:13.335,1604.703
1176,31 May 2024 07:24:37.057,31 May 2024 07:55:21.505,1844.448
1177,31 May 2024 09:24:59.310,31 May 2024 09:55:46.882,1847.572
1178,31 May 2024 11:26:53.733,31 May 2024 11:54:43.979,1670.246
1179,31 May 2024 13:30:26.345,31 May 2024 13:51:33.645,1267.300
1180,1 Jun 2024 03:58:00.122,1 Jun 2024 04:18:06.883,1206.761
1181,1 Jun 2024 05:53:49.245,1 Jun 2024 06:22:25.928,1716.683
1182,1 Jun 2024 07:52:45.404,1 Jun 2024 08:24:00.412,1875.008
1183,1 Jun 2024 09:53:33.793,1 Jun 2024 10:24:05.122,1831.329
1184,1 Jun 2024 11:55:49.658,1 Jun 2024 12:22:29.718,1600.060
1185,1 Jun 2024 14:00:27.173,1 Jun 2024 14:18:03.947,1056.774
1186,2 Jun 2024 04:24:17.720,2 Jun 2024 04:48:10.170,1432.450
1187,2 Jun 2024 06:21:26.732,2 Jun 2024 06:51:15.921,1789.189
1188,2 Jun 2024 08:20:59.143,2 Jun 2024 08:52:26.530,1887.388
1189,2 Jun 2024 10:22:08.823,2 Jun 2024 10:52:07.540,1798.717
1190,2 Jun 2024 12:24:53.423,2 Jun 2024 12:49:49.174,1495.752
1191,2 Jun 2024 14:31:51.861,2 Jun 2024 14:43:01.049,669.188
1192,3 Jun 2024 02:57:00.713,3 Jun 2024 03:11:27.810,867.097
1193,3 Jun 2024 04:51:11.960,3 Jun 2024 05:17:26.348,1574.387
1194,3 Jun 2024 06:49:15.138,3 Jun 2024 07:19:49.919,1834.781
1195,3 Jun 2024 08:49:15.438,3 Jun 2024 09:20:39.686,1884.249
1196,3 Jun 2024 10:50:45.224,3 Jun 2024 11:19:50.974,1745.750
1197,3 Jun 2024 12:54:15.964,3 Jun 2024 13:16:33.532,1337.568
1198,4 Jun 2024 03:22:23.797,4 Jun 2024 03:42:06.899,1183.102
1199,4 Jun 2024 05:18:27.248,4 Jun 2024 05:46:14.845,1667.597
1200,4 Jun 2024 07:17:10.218,4 Jun 2024 07:48:10.910,1860.692
1201,4 Jun 2024 09:17:32.645,4 Jun 2024 09:48:38.165,1865.520
1202,4 Jun 2024 11:19:26.445,4 Jun 2024 11:47:11.142,1664.697
1203,4 Jun 2024 13:24:20.976,4 Jun 2024 13:42:23.431,1082.455
1204,5 Jun 2024 01:58:49.174,5 Jun 2024 02:01:24.980,155.805
1205,5 Jun 2024 03:48:46.269,5 Jun 2024 04:11:33.529,1367.260
1206,5 Jun 2024 05:45:55.759,5 Jun 2024 06:14:44.958,1729.199
1207,5 Jun 2024 07:45:08.808,5 Jun 2024 08:16:19.396,1870.587
1208,5 Jun 2024 09:45:50.700,5 Jun 2024 10:16:19.119,1828.419
1209,5 Jun 2024 11:48:19.762,5 Jun 2024 12:14:01.710,1541.948
1210,5 Jun 2024 13:56:32.612,5 Jun 2024 14:06:01.777,569.165
1211,6 Jun 2024 02:20:58.220,6 Jun 2024 02:35:00.463,842.243
1212,6 Jun 2024 04:15:37.382,6 Jun 2024 04:40:23.370,1485.988
1213,6 Jun 2024 06:13:32.486,6 Jun 2024 06:43:01.179,1768.693
1214,6 Jun 2024 08:13:08.808,6 Jun 2024 08:44:14.078,1865.269
1215,6 Jun 2024 10:14:11.677,6 Jun 2024 10:43:38.780,1767.103
1216,6 Jun 2024 12:17:39.511,6 Jun 2024 12:40:11.353,1351.843
1217,7 Jun 2024 02:46:33.724,7 Jun 2024 03:04:53.358,1099.634
1218,7 Jun 2024 04:42:45.329,7 Jun 2024 05:08:50.642,1565.313
1219,7 Jun 2024 06:41:13.785,7 Jun 2024 07:11:04.942,1791.157
1220,7 Jun 2024 08:41:09.475,7 Jun 2024 09:11:52.386,1842.910
1221,7 Jun 2024 10:42:40.586,7 Jun 2024 11:10:32.060,1671.474
1222,7 Jun 2024 12:47:59.273,7 Jun 2024 13:05:11.823,1032.550
1223,8 Jun 2024 01:21:25.988,8 Jun 2024 01:25:36.035,250.047
1224,8 Jun 2024 03:12:55.647,8 Jun 2024 03:33:49.720,1254.073
1225,8 Jun 2024 05:10:03.571,8 Jun 2024 05:37:02.131,1618.560
1226,8 Jun 2024 07:08:57.127,8 Jun 2024 07:38:55.555,1798.428
1227,8 Jun 2024 09:09:11.899,8 Jun 2024 09:39:10.823,1798.924
1228,8 Jun 2024 11:11:27.145,8 Jun 2024 11:36:51.022,1523.877
1229,8 Jun 2024 13:23:13.748,8 Jun 2024 13:25:16.968,123.220
1230,9 Jun 2024 01:44:43.310,9 Jun 2024 01:57:26.267,762.957
1231,9 Jun 2024 03:39:40.962,9 Jun 2024 04:02:15.884,1354.922
1232,9 Jun 2024 05:37:27.760,9 Jun 2024 06:05:00.653,1652.893
1233,9 Jun 2024 07:36:41.232,9 Jun 2024 08:06:30.760,1789.528
1234,9 Jun 2024 09:37:19.511,9 Jun 2024 10:06:04.941,1725.429
1235,9 Jun 2024 11:40:51.106,9 Jun 2024 12:02:19.717,1288.612
1236,10 Jun 2024 02:10:22.184,10 Jun 2024 02:26:42.557,980.373
1237,10 Jun 2024 04:06:39.869,10 Jun 2024 04:30:22.749,1422.880
1238,10 Jun 2024 06:04:54.824,10 Jun 2024 06:32:46.347,1671.523
1239,10 Jun 2024 08:04:26.370,10 Jun 2024 08:33:47.256,1760.886
1240,10 Jun 2024 10:05:39.272,10 Jun 2024 10:32:28.446,1609.174
1241,10 Jun 2024 12:11:47.878,10 Jun 2024 12:26:09.120,861.241
1242,11 Jun 2024 00:44:33.607,11 Jun 2024 00:48:02.277,208.671
1243,11 Jun 2024 02:36:39.926,11 Jun 2024 02:55:11.770,1111.843
1244,11 Jun 2024 04:33:46.655,11 Jun 2024 04:58:15.209,1468.554
1245,11 Jun 2024 06:32:22.956,11 Jun 2024 07:00:17.486,1674.530
1246,11 Jun 2024 08:32:14.891,11 Jun 2024 09:00:40.924,1706.032
1247,11 Jun 2024 10:34:24.605,11 Jun 2024 10:58:10.473,1425.868
1248,12 Jun 2024 01:08:04.251,12 Jun 2024 01:19:02.903,658.652
1249,12 Jun 2024 03:03:17.310,12 Jun 2024 03:23:15.019,1197.709
1250,12 Jun 2024 05:00:57.507,12 Jun 2024 05:25:54.697,1497.190
1251,12 Jun 2024 06:59:51.799,12 Jun 2024 07:27:31.026,1659.228
1252,12 Jun 2024 09:00:11.912,12 Jun 2024 09:27:06.327,1614.415
1253,12 Jun 2024 11:04:06.028,12 Jun 2024 11:22:45.129,1119.101
1254,13 Jun 2024 01:33:41.056,13 Jun 2024 01:47:47.557,846.501
1255,13 Jun 2024 03:30:05.686,13 Jun 2024 03:51:00.896,1255.210
1256,13 Jun 2024 05:28:10.032,13 Jun 2024 05:53:20.264,1510.232
1257,13 Jun 2024 07:27:22.825,13 Jun 2024 07:54:23.001,1620.176
1258,13 Jun 2024 09:28:27.310,13 Jun 2024 09:52:55.039,1467.729
1259,13 Jun 2024 11:37:07.886,13 Jun 2024 11:43:55.575,407.689
1260,14 Jun 2024 00:07:27.974,14 Jun 2024 00:09:29.150,121.176
1261,14 Jun 2024 01:59:52.002,14 Jun 2024 02:15:50.916,958.915
1262,14 Jun 2024 03:56:59.968,14 Jun 2024 04:18:32.810,1292.842
1263,14 Jun 2024 05:55:23.287,14 Jun 2024 06:20:29.332,1506.045
1264,14 Jun 2024 07:54:59.919,14 Jun 2024 08:20:48.439,1548.520
1265,14 Jun 2024 09:57:21.562,14 Jun 2024 10:17:49.866,1228.305
1266,15 Jun 2024 00:30:49.365,15 Jun 2024 00:40:02.934,553.569
1267,15 Jun 2024 02:26:19.763,15 Jun 2024 02:43:30.957,1031.194
1268,15 Jun 2024 04:23:56.960,15 Jun 2024 04:45:51.038,1314.078
1269,15 Jun 2024 06:22:38.027,15 Jun 2024 06:47:18.127,1480.099
1270,15 Jun 2024 08:22:50.719,15 Jun 2024 08:46:40.145,1429.426
1271,15 Jun 2024 10:27:56.509,15 Jun 2024 10:40:54.465,777.955
1272,16 Jun 2024 00:56:21.063,16 Jun 2024 01:08:18.335,717.272
1273,16 Jun 2024 02:52:56.500,16 Jun 2024 03:10:54.583,1078.083
1274,16 Jun 2024 04:50:55.093,16 Jun 2024 05:12:53.736,1318.643
1275,16 Jun 2024 06:49:57.250,16 Jun 2024 07:13:41.899,1424.649
1276,16 Jun 2024 08:51:10.573,16 Jun 2024 09:11:45.000,1234.427
1277,16 Jun 2024 23:29:28.662,16 Jun 2024 23:30:33.287,64.625
1278,17 Jun 2024 01:22:23.611,17 Jun 2024 01:35:56.176,812.565
1279,17 Jun 2024 03:19:37.710,17 Jun 2024 03:38:03.984,1106.275
1280,17 Jun 2024 05:17:54.504,17 Jun 2024 05:39:37.544,1303.040
1281,17 Jun 2024 07:17:27.137,17 Jun 2024 07:39:34.111,1326.974
1282,17 Jun 2024 09:20:39.262,17 Jun 2024 09:35:27.259,887.997
1283,17 Jun 2024 23:52:44.951,18 Jun 2024 00:00:36.537,471.586
1284,18 Jun 2024 01:48:40.843,18 Jun 2024 02:03:12.336,871.493
1285,18 Jun 2024 03:46:21.007,18 Jun 2024 04:04:58.469,1117.462
1286,18 Jun 2024 05:44:57.457,18 Jun 2024 06:05:57.877,1260.420
1287,18 Jun 2024 07:45:20.125,18 Jun 2024 08:04:43.601,1163.476
1288,19 Jun 2024 00:18:11.420,19 Jun 2024 00:28:22.739,611.318
1289,19 Jun 2024 02:15:05.601,19 Jun 2024 02:30:12.383,906.782
1290,19 Jun 2024 04:13:05.872,19 Jun 2024 04:31:35.384,1109.512
1291,19 Jun 2024 06:12:09.209,19 Jun 2024 06:31:48.520,1179.311
1292,19 Jun 2024 08:14:06.690,19 Jun 2024 08:28:42.880,876.190
1293,19 Jun 2024 22:49:27.762,19 Jun 2024 22:52:15.666,167.903
1294,20 Jun 2024 00:44:05.517,20 Jun 2024 00:55:34.794,689.277
1295,20 Jun 2024 02:41:34.151,20 Jun 2024 02:56:57.438,923.287
1296,20 Jun 2024 04:39:53.937,20 Jun 2024 04:57:50.459,1076.522
1297,20 Jun 2024 06:39:40.518,20 Jun 2024 06:56:59.177,1038.659
1298,20 Jun 2024 23:13:35.316,20 Jun 2024 23:20:53.405,438.089
1299,21 Jun 2024 01:10:12.528,21 Jun 2024 01:22:26.429,733.901
1300,21 Jun 2024 03:08:05.158,21 Jun 2024 03:23:25.902,920.744
1301,21 Jun 2024 05:06:49.818,21 Jun 2024 05:23:37.614,1007.797
1302,21 Jun 2024 07:07:57.836,21 Jun 2024 07:21:05.510,787.674
1303,21 Jun 2024 23:39:00.007,21 Jun 2024 23:48:08.072,548.065
1304,22 Jun 2024 01:36:26.227,22 Jun 2024 01:49:01.845,755.618
1305,22 Jun 2024 03:34:39.601,22 Jun 2024 03:49:34.094,894.493
1306,22 Jun 2024 05:34:03.463,22 Jun 2024 05:48:46.752,883.289
1307,22 Jun 2024 22:08:20.237,22 Jun 2024 22:13:33.973,313.736
1308,23 Jun 2024 00:04:47.490,23 Jun 2024 00:14:53.591,606.100
1309,23 Jun 2024 02:02:43.964,23 Jun 2024 02:15:21.057,757.093
1310,23 Jun 2024 04:01:21.584,23 Jun 2024 04:15:16.054,834.470
1311,23 Jun 2024 06:02:00.564,23 Jun 2024 06:12:53.496,652.932
1312,23 Jun 2024 22:33:08.730,23 Jun 2024 22:40:58.981,470.251
1313,24 Jun 2024 00:30:46.059,24 Jun 2024 00:41:20.126,634.067
1314,24 Jun 2024 02:29:05.896,24 Jun 2024 02:41:21.268,735.372
1315,24 Jun 2024 04:28:20.864,24 Jun 2024 04:40:21.379,720.515
1316,24 Jun 2024 21:01:57.224,24 Jun 2024 21:06:42.279,285.055
1317,24 Jun 2024 22:58:35.797,24 Jun 2024 23:07:40.263,544.466
1318,25 Jun 2024 00:56:50.977,25 Jun 2024 01:07:30.125,639.148
1319,25 Jun 2024 02:55:35.611,25 Jun 2024 03:06:56.818,681.207
1320,25 Jun 2024 04:56:05.593,25 Jun 2024 05:04:22.587,496.994
1321,25 Jun 2024 21:26:15.478,25 Jun 2024 21:34:12.721,477.243
1322,25 Jun 2024 23:24:19.319,25 Jun 2024 23:33:58.835,579.517
1323,26 Jun 2024 01:23:01.200,26 Jun 2024 01:33:22.103,620.904
1324,26 Jun 2024 03:22:23.032,26 Jun 2024 03:31:56.709,573.677
1325,26 Jun 2024 19:54:13.245,26 Jun 2024 20:00:20.740,367.495
1326,26 Jun 2024 21:51:24.487,26 Jun 2024 22:00:48.530,564.043
1327,26 Jun 2024 23:50:11.817,27 Jun 2024 00:00:00.210,588.394
1328,27 Jun 2024 01:49:19.507,27 Jun 2024 01:58:51.080,571.573
1329,27 Jun 2024 03:50:02.712,27 Jun 2024 03:55:46.544,343.833
1330,27 Jun 2024 20:18:17.532,27 Jun 2024 20:27:41.400,563.868
1331,27 Jun 2024 22:16:54.008,27 Jun 2024 22:26:59.248,605.241
1332,28 Jun 2024 00:16:10.675,28 Jun 2024 00:25:44.595,573.921
1333,28 Jun 2024 02:15:55.594,28 Jun 2024 02:23:45.955,470.361
1334,28 Jun 2024 18:45:31.657,28 Jun 2024 18:53:58.272,506.615
1335,28 Jun 2024 20:43:11.747,28 Jun 2024 20:54:09.454,657.707
1336,28 Jun 2024 22:42:34.620,28 Jun 2024 22:52:52.621,618.001
1337,29 Jun 2024 00:42:17.211,29 Jun 2024 00:51:08.358,531.146
1338,29 Jun 2024 02:43:31.247,29 Jun 2024 02:47:24.654,233.407
1339,29 Jun 2024 19:09:25.276,29 Jun 2024 19:21:06.887,701.612
1340,29 Jun 2024 21:08:28.290,29 Jun 2024 21:20:12.272,703.982
1341,29 Jun 2024 23:08:22.269,29 Jun 2024 23:18:30.411,608.143
1342,30 Jun 2024 01:08:39.025,30 Jun 2024 01:16:02.246,443.221
1343,30 Jun 2024 17:36:12.548,30 Jun 2024 17:47:11.878,659.330
1344,30 Jun 2024 19:34:05.260,30 Jun 2024 19:47:27.449,802.189
1345,30 Jun 2024 21:33:57.437,30 Jun 2024 21:45:58.217,720.781
1346,30 Jun 2024 23:34:16.428,30 Jun 2024 23:43:50.761,574.333
1347,1 Jul 2024 01:35:48.045,1 Jul 2024 01:39:53.630,245.585
1348,1 Jul 2024 16:05:50.372,1 Jul 2024 16:10:04.016,253.644
1349,1 Jul 2024 17:59:51.535,1 Jul 2024 18:14:13.644,862.109
1350,1 Jul 2024 19:59:08.648,1 Jul 2024 20:13:23.193,854.545
1351,1 Jul 2024 21:59:34.254,1 Jul 2024 22:11:30.075,715.821
1352,2 Jul 2024 00:00:21.033,2 Jul 2024 00:08:47.783,506.750
1353,2 Jul 2024 16:26:31.057,2 Jul 2024 16:39:48.847,797.790
1354,2 Jul 2024 18:24:15.779,2 Jul 2024 18:40:28.967,973.189
1355,2 Jul 2024 20:24:26.087,2 Jul 2024 20:39:02.540,876.452
1356,2 Jul 2024 22:25:16.667,2 Jul 2024 22:36:47.466,690.799
1357,3 Jul 2024 00:26:50.508,3 Jul 2024 00:33:05.967,375.459
1358,3 Jul 2024 14:56:57.579,3 Jul 2024 15:01:14.633,257.054
1359,3 Jul 2024 16:49:50.242,3 Jul 2024 17:06:50.655,1020.414
1360,3 Jul 2024 18:49:04.786,3 Jul 2024 19:06:19.238,1034.453
1361,3 Jul 2024 20:49:52.233,3 Jul 2024 21:04:28.920,876.687
1362,3 Jul 2024 22:51:05.605,3 Jul 2024 23:01:47.206,641.601
1363,4 Jul 2024 15:16:44.367,4 Jul 2024 15:31:38.333,893.965
1364,4 Jul 2024 17:13:56.474,4 Jul 2024 17:33:03.991,1147.517
1365,4 Jul 2024 19:14:09.514,4 Jul 2024 19:31:53.109,1063.595
1366,4 Jul 2024 21:15:23.974,4 Jul 2024 21:29:42.953,858.978
1367,4 Jul 2024 23:17:06.701,4 Jul 2024 23:26:22.133,555.432
1368,5 Jul 2024 15:39:37.656,5 Jul 2024 15:58:48.756,1151.100
1369,5 Jul 2024 17:38:29.396,5 Jul 2024 17:58:50.855,1221.459
1370,5 Jul 2024 19:39:24.422,5 Jul 2024 19:57:14.587,1070.165
1371,5 Jul 2024 21:41:00.337,5 Jul 2024 21:54:43.105,822.768
1372,5 Jul 2024 23:43:38.363,5 Jul 2024 23:50:13.402,395.039
1373,6 Jul 2024 14:07:13.303,6 Jul 2024 14:22:26.639,913.336
1374,6 Jul 2024 16:03:23.265,6 Jul 2024 16:25:04.290,1301.025
1375,6 Jul 2024 18:03:19.896,6 Jul 2024 18:24:20.656,1260.761
1376,6 Jul 2024 20:04:45.781,6 Jul 2024 20:22:25.042,1059.261
1377,6 Jul 2024 22:06:43.110,6 Jul 2024 22:19:25.588,762.478
1378,7 Jul 2024 14:29:31.384,7 Jul 2024 14:49:58.503,1227.119
1379,7 Jul 2024 16:27:38.306,7 Jul 2024 16:50:50.328,1392.023
1380,7 Jul 2024 18:28:22.323,7 Jul 2024 18:49:38.062,1275.738
1381,7 Jul 2024 20:30:11.443,7 Jul 2024 20:47:23.958,1032.516
1382,7 Jul 2024 22:32:38.631,7 Jul 2024 22:43:43.071,664.440
1383,8 Jul 2024 12:58:26.356,8 Jul 2024 13:11:50.053,803.696
1384,8 Jul 2024 14:52:53.034,8 Jul 2024 15:16:21.996,1408.961
1385,8 Jul 2024 16:52:12.975,8 Jul 2024 17:16:17.766,1444.791
1386,8 Jul 2024 18:53:32.602,8 Jul 2024 19:14:45.145,1272.543
1387,8 Jul 2024 20:55:41.167,8 Jul 2024 21:12:09.161,987.994
1388,8 Jul 2024 22:59:04.887,8 Jul 2024 23:07:17.803,492.916
1389,9 Jul 2024 13:19:48.898,9 Jul 2024 13:40:08.354,1219.455
1390,9 Jul 2024 15:16:48.390,9 Jul 2024 15:42:10.559,1522.169
1391,9 Jul 2024 17:17:01.403,9 Jul 2024 17:41:32.231,1470.828
1392,9 Jul 2024 19:18:47.867,9 Jul 2024 19:39:42.132,1254.265
1393,9 Jul 2024 21:21:17.368,9 Jul 2024 21:36:36.624,919.256
1394,10 Jul 2024 11:51:46.955,10 Jul 2024 11:58:25.995,399.040
1395,10 Jul 2024 13:42:41.124,10 Jul 2024 14:06:48.664,1447.541
1396,10 Jul 2024 15:41:05.832,10 Jul 2024 16:07:37.816,1591.984
1397,10 Jul 2024 17:41:59.325,10 Jul 2024 18:06:36.525,1477.200
1398,10 Jul 2024 19:44:06.661,10 Jul 2024 20:04:27.789,1221.128
1399,10 Jul 2024 21:47:06.698,10 Jul 2024 22:00:39.278,812.580
1400,11 Jul 2024 12:10:49.395,11 Jul 2024 12:29:01.217,1091.822
1401,11 Jul 2024 14:06:14.507,11 Jul 2024 14:32:44.477,1589.970
1402,11 Jul 2024 16:05:38.928,11 Jul 2024 16:32:50.791,1631.863
1403,11 Jul 2024 18:07:03.482,11 Jul 2024 18:31:31.564,1468.082
1404,11 Jul 2024 20:09:29.387,11 Jul 2024 20:28:59.552,1170.165
1405,11 Jul 2024 22:13:25.761,11 Jul 2024 22:24:01.519,635.758
1406,12 Jul 2024 12:33:00.349,12 Jul 2024 12:56:14.539,1394.190
1407,12 Jul 2024 14:30:13.444,12 Jul 2024 14:58:14.453,1681.009
1408,12 Jul 2024 16:30:23.210,12 Jul 2024 16:57:53.204,1649.995
1409,12 Jul 2024 18:32:11.655,12 Jul 2024 18:56:16.801,1445.146
1410,12 Jul 2024 20:34:59.017,12 Jul 2024 20:53:13.293,1094.276
1411,12 Jul 2024 22:41:34.604,12 Jul 2024 22:45:25.842,231.238
1412,13 Jul 2024 11:03:10.658,13 Jul 2024 11:15:58.275,767.617
1413,13 Jul 2024 12:56:07.715,13 Jul 2024 13:22:24.872,1577.158
1414,13 Jul 2024 14:54:30.217,13 Jul 2024 15:23:27.815,1737.598
1415,13 Jul 2024 16:55:15.189,13 Jul 2024 17:22:46.702,1651.513
1416,13 Jul 2024 18:57:22.992,13 Jul 2024 19:20:50.498,1407.506
1417,13 Jul 2024 21:00:42.583,13 Jul 2024 21:17:02.183,979.601
1418,14 Jul 2024 11:24:03.728,14 Jul 2024 11:44:26.439,1222.711
1419,14 Jul 2024 13:19:46.419,14 Jul 2024 13:48:01.652,1695.234
1420,14 Jul 2024 15:18:59.914,14 Jul 2024 15:48:29.567,1769.652
1421,14 Jul 2024 17:20:12.200,14 Jul 2024 17:47:31.380,1639.180
1422,14 Jul 2024 19:22:38.523,14 Jul 2024 19:45:09.795,1351.273
1423,14 Jul 2024 21:26:55.935,14 Jul 2024 21:40:12.086,796.150
1424,15 Jul 2024 11:46:35.957,15 Jul 2024 12:11:04.265,1468.309
1425,15 Jul 2024 13:43:45.971,15 Jul 2024 14:13:17.915,1771.944
1426,15 Jul 2024 15:43:38.830,15 Jul 2024 16:13:22.250,1783.420
1427,15 Jul 2024 17:45:12.608,15 Jul 2024 18:12:06.086,1613.478
1428,15 Jul 2024 19:48:01.810,15 Jul 2024 20:09:10.470,1268.660
1429,15 Jul 2024 21:54:34.123,15 Jul 2024 22:01:51.391,437.268
1430,16 Jul 2024 10:16:17.997,16 Jul 2024 10:30:56.862,878.865
1431,16 Jul 2024 12:09:50.994,16 Jul 2024 12:36:54.155,1623.160
1432,16 Jul 2024 14:08:00.451,16 Jul 2024 14:38:20.590,1820.139
1433,16 Jul 2024 16:08:24.025,16 Jul 2024 16:38:06.635,1782.610
1434,16 Jul 2024 18:10:16.170,16 Jul 2024 18:36:28.675,1572.505
1435,16 Jul 2024 20:13:40.421,16 Jul 2024 20:32:45.758,1145.337
1436,17 Jul 2024 10:37:47.904,17 Jul 2024 10:58:33.668,1245.764
1437,17 Jul 2024 12:33:31.844,17 Jul 2024 13:02:16.883,1725.040
1438,17 Jul 2024 14:32:25.763,17 Jul 2024 15:03:13.414,1847.651
1439,17 Jul 2024 16:33:13.360,17 Jul 2024 17:02:42.124,1768.765
1440,17 Jul 2024 18:35:24.535,17 Jul 2024 19:00:36.054,1511.520
1441,17 Jul 2024 20:39:50.358,17 Jul 2024 20:55:42.056,951.699
1442,18 Jul 2024 11:00:31.125,18 Jul 2024 11:24:47.956,1456.831
1443,18 Jul 2024 12:57:30.409,18 Jul 2024 13:27:22.588,1792.179
1444,18 Jul 2024 14:56:58.696,18 Jul 2024 15:27:58.001,1859.305
